Member_number,Date,productId,items,productName,price,Category
3444,2014-04-08,24,2,pastry,3.1,Bakery & Sweets
4134,2014-12-26,4,2,other vegetables,0.8,Fresh Food
2365,2014-08-14,5,1,rolls/buns,1.2,Bakery & Sweets
2816,2014-01-18,7,3,citrus fruit,1.5,Fresh Food
1146,2014-03-28,4,3,other vegetables,0.8,Fresh Food
2071,2014-03-24,7,1,citrus fruit,1.5,Fresh Food
1291,2014-08-01,66,1,onions,1.3,Fresh Food
4490,2014-01-21,69,2,domestic eggs,1.25,Fresh Food
4280,2014-06-26,50,2,bottled beer,1.8,Beverages
2056,2014-12-19,59,1,hard cheese,4.5,Dairy
4112,2014-09-08,22,1,root vegetables,1.8,Fresh Food
2416,2014-02-16,16,3,butter milk,6.1,Dairy
2955,2014-06-07,21,1,hamburger meat,12.3,Fresh Food
4403,2014-01-11,11,1,butter,3.2,Dairy
3164,2014-09-24,57,3,meat,8.5,Fresh Food
3038,2014-04-13,2,1,whole milk,1.8,Dairy
2231,2014-06-22,24,2,pastry,3.1,Bakery & Sweets
2079,2014-02-25,76,2,sliced cheese,4.2,Dairy
4152,2014-12-07,29,3,ham,15.2,Fresh Food
1891,2014-07-05,2,1,whole milk,1.8,Dairy
3811,2014-07-21,4,2,other vegetables,0.8,Fresh Food
4129,2014-11-10,2,2,whole milk,1.8,Dairy
4016,2014-07-23,27,2,coffee,8.5,Beverages
2556,2014-09-02,8,2,beef,19.5,Fresh Food
1369,2014-02-08,4,1,other vegetables,0.8,Fresh Food
4799,2014-08-08,36,1,frozen meals,9.7,Frozen & Processed Food
3081,2014-05-26,101,1,canned fish,2.1,Frozen & Processed Food
4007,2014-10-05,72,1,salt,0.7,Pantry Staples
2407,2014-03-17,45,2,curd,9.8,Dairy
1265,2014-12-05,64,3,UHT-milk,2.1,Dairy
4422,2014-03-24,26,3,berries,10.8,Fresh Food
3768,2014-04-07,20,2,brown bread,0.8,Bakery & Sweets
4050,2014-03-07,64,2,UHT-milk,2.1,Dairy
4312,2014-07-19,45,3,curd,9.8,Dairy
2839,2014-07-06,38,3,soda,0.8,Beverages
1553,2014-04-07,3,2,pip fruit,3.0,Fresh Food
1853,2014-06-07,96,2,hygiene articles,7.5,Household & Hygiene
3529,2014-09-02,45,1,curd,9.8,Dairy
2259,2014-01-25,65,1,candy,3.6,Bakery & Sweets
4045,2014-03-02,8,3,beef,19.5,Fresh Food
2359,2014-09-26,38,2,soda,0.8,Beverages
3523,2014-04-05,24,3,pastry,3.1,Bakery & Sweets
3681,2014-01-01,66,1,onions,1.3,Fresh Food
1361,2014-12-13,66,1,onions,1.3,Fresh Food
4851,2014-08-07,30,3,turkey,12.5,Fresh Food
4098,2014-02-16,4,1,other vegetables,0.8,Fresh Food
3508,2014-06-30,7,2,citrus fruit,1.5,Fresh Food
2288,2014-11-25,91,3,frozen dessert,2.8,Frozen & Processed Food
4717,2014-06-23,44,2,newspapers,3.2,Specialty & Seasonal
1387,2014-03-31,15,2,specialty bar,5.2,Bakery & Sweets
1687,2014-06-24,15,1,specialty bar,5.2,Bakery & Sweets
4797,2014-11-30,25,2,canned beer,1.1,Beverages
1810,2014-10-13,5,3,rolls/buns,1.2,Bakery & Sweets
3923,2014-06-28,71,2,shopping bags,5.12,Household & Hygiene
2595,2014-01-06,45,2,curd,9.8,Dairy
3535,2014-04-08,38,2,soda,0.8,Beverages
3427,2014-10-16,5,2,rolls/buns,1.2,Bakery & Sweets
4426,2014-01-05,3,2,pip fruit,3.0,Fresh Food
1101,2014-12-28,5,1,rolls/buns,1.2,Bakery & Sweets
1712,2014-08-30,89,3,spread cheese,2.5,Dairy
2975,2014-10-25,25,1,canned beer,1.1,Beverages
2973,2014-07-31,18,3,yogurt,2.2,Dairy
1157,2014-03-21,8,3,beef,19.5,Fresh Food
1330,2014-02-11,2,3,whole milk,1.8,Dairy
4654,2014-09-14,40,3,grapes,9.4,Fresh Food
1141,2014-12-02,5,3,rolls/buns,1.2,Bakery & Sweets
4162,2014-08-16,50,2,bottled beer,1.8,Beverages
4855,2014-04-09,66,1,onions,1.3,Fresh Food
4217,2014-06-03,22,1,root vegetables,1.8,Fresh Food
1750,2014-06-09,2,2,whole milk,1.8,Dairy
4578,2014-09-08,5,3,rolls/buns,1.2,Bakery & Sweets
3299,2014-12-15,1,1,tropical fruit,7.8,Fresh Food
3231,2014-03-22,1,2,tropical fruit,7.8,Fresh Food
4086,2014-08-30,24,2,pastry,3.1,Bakery & Sweets
4651,2014-01-10,5,1,rolls/buns,1.2,Bakery & Sweets
1877,2014-08-13,38,1,soda,0.8,Beverages
1849,2014-03-30,5,3,rolls/buns,1.2,Bakery & Sweets
2502,2014-06-18,50,3,bottled beer,1.8,Beverages
4988,2014-04-19,35,1,sugar,1.2,Bakery & Sweets
4430,2014-02-17,5,3,rolls/buns,1.2,Bakery & Sweets
4255,2014-11-03,49,2,beverages,1.1,Beverages
3348,2014-01-18,4,3,other vegetables,0.8,Fresh Food
1522,2014-06-16,1,3,tropical fruit,7.8,Fresh Food
1052,2014-03-24,10,2,chicken,7.2,Fresh Food
3579,2014-10-06,8,3,beef,19.5,Fresh Food
1208,2014-10-25,23,2,pork,7.2,Fresh Food
2835,2014-07-18,111,3,brandy,15.8,Beverages
1265,2014-02-01,4,1,other vegetables,0.8,Fresh Food
2389,2014-11-09,73,3,oil,3.4,Pantry Staples
4387,2014-02-14,38,1,soda,0.8,Beverages
1148,2014-01-31,22,1,root vegetables,1.8,Fresh Food
4508,2014-06-14,44,1,newspapers,3.2,Specialty & Seasonal
1958,2014-06-16,4,1,other vegetables,0.8,Fresh Food
4359,2014-07-03,7,1,citrus fruit,1.5,Fresh Food
1847,2014-05-13,22,2,root vegetables,1.8,Fresh Food
2584,2014-11-30,4,2,other vegetables,0.8,Fresh Food
3457,2014-11-09,2,2,whole milk,1.8,Dairy
1796,2014-09-18,60,1,cream cheese,6.3,Dairy
3973,2014-02-03,30,3,turkey,12.5,Fresh Food
4163,2014-06-06,2,2,whole milk,1.8,Dairy
1979,2014-08-07,8,3,beef,19.5,Fresh Food
4283,2014-06-11,63,3,liquor (appetizer),11.2,Beverages
3227,2014-12-24,10,1,chicken,7.2,Fresh Food
2152,2014-11-23,2,1,whole milk,1.8,Dairy
4869,2014-09-21,5,1,rolls/buns,1.2,Bakery & Sweets
4076,2014-08-02,51,2,dessert,1.15,Bakery & Sweets
2912,2014-09-20,64,1,UHT-milk,2.1,Dairy
2701,2014-03-12,32,2,red/blush wine,12.2,Beverages
3393,2014-06-25,17,2,bottled water,0.5,Beverages
3144,2014-06-05,4,2,other vegetables,0.8,Fresh Food
1618,2014-04-08,21,2,hamburger meat,12.3,Fresh Food
1129,2014-09-10,40,1,grapes,9.4,Fresh Food
2786,2014-02-21,103,2,semi-finished bread,1.1,Frozen & Processed Food
3889,2014-11-22,1,1,tropical fruit,7.8,Fresh Food
3759,2014-07-21,23,1,pork,7.2,Fresh Food
2349,2014-08-11,66,2,onions,1.3,Fresh Food
3086,2014-07-11,2,1,whole milk,1.8,Dairy
2337,2014-03-04,25,3,canned beer,1.1,Beverages
3193,2014-10-25,2,1,whole milk,1.8,Dairy
2834,2014-02-07,4,1,other vegetables,0.8,Fresh Food
1040,2014-09-03,2,2,whole milk,1.8,Dairy
1658,2014-06-26,23,2,pork,7.2,Fresh Food
2528,2014-09-01,19,1,sausage,3.1,Fresh Food
2976,2014-09-20,44,2,newspapers,3.2,Specialty & Seasonal
4125,2014-03-20,2,3,whole milk,1.8,Dairy
1817,2014-01-28,24,3,pastry,3.1,Bakery & Sweets
2623,2014-05-13,42,2,fish,10.2,Fresh Food
4715,2014-11-24,100,1,chewing gum,0.5,Specialty & Seasonal
4680,2014-04-06,40,3,grapes,9.4,Fresh Food
2619,2014-09-05,6,3,pot plants,3.5,Household & Hygiene
4779,2014-02-24,22,1,root vegetables,1.8,Fresh Food
2765,2014-09-01,37,2,herbs,6.5,Fresh Food
2653,2014-06-06,51,3,dessert,1.15,Bakery & Sweets
2994,2014-04-30,45,1,curd,9.8,Dairy
2056,2014-05-21,22,1,root vegetables,1.8,Fresh Food
2769,2014-08-24,23,3,pork,7.2,Fresh Food
2858,2014-08-24,40,2,grapes,9.4,Fresh Food
4096,2014-06-13,8,3,beef,19.5,Fresh Food
2961,2014-12-13,89,1,spread cheese,2.5,Dairy
4923,2014-08-13,37,3,herbs,6.5,Fresh Food
1966,2014-02-15,4,2,other vegetables,0.8,Fresh Food
4756,2014-12-10,1,1,tropical fruit,7.8,Fresh Food
4485,2014-11-13,8,2,beef,19.5,Fresh Food
2885,2014-07-25,2,3,whole milk,1.8,Dairy
4932,2014-03-29,22,3,root vegetables,1.8,Fresh Food
4137,2014-08-17,66,2,onions,1.3,Fresh Food
4367,2014-01-07,69,3,domestic eggs,1.25,Fresh Food
2055,2014-05-31,18,2,yogurt,2.2,Dairy
3881,2014-04-20,2,3,whole milk,1.8,Dairy
1645,2014-10-05,2,2,whole milk,1.8,Dairy
4699,2014-03-16,38,2,soda,0.8,Beverages
2973,2014-12-13,2,1,whole milk,1.8,Dairy
4299,2014-01-19,4,1,other vegetables,0.8,Fresh Food
1322,2014-12-11,7,2,citrus fruit,1.5,Fresh Food
3380,2014-02-23,18,3,yogurt,2.2,Dairy
3375,2014-10-19,74,3,whipped/sour cream,5.5,Dairy
3011,2014-04-02,4,3,other vegetables,0.8,Fresh Food
4867,2014-05-05,26,2,berries,10.8,Fresh Food
3549,2014-03-24,2,2,whole milk,1.8,Dairy
2395,2014-11-17,26,2,berries,10.8,Fresh Food
2789,2014-06-06,23,2,pork,7.2,Fresh Food
4773,2014-08-12,22,1,root vegetables,1.8,Fresh Food
4356,2014-01-09,1,2,tropical fruit,7.8,Fresh Food
1703,2014-08-02,2,3,whole milk,1.8,Dairy
2362,2014-08-17,28,1,misc. beverages,1.2,Beverages
2072,2014-07-29,22,3,root vegetables,1.8,Fresh Food
4695,2014-09-26,23,2,pork,7.2,Fresh Food
1787,2014-07-06,23,1,pork,7.2,Fresh Food
1938,2014-03-13,1,2,tropical fruit,7.8,Fresh Food
1296,2014-02-24,62,1,pickled vegetables,2.7,Fresh Food
1796,2014-03-22,19,3,sausage,3.1,Fresh Food
2925,2014-07-19,75,2,frozen vegetables,2.5,Frozen & Processed Food
3376,2014-01-07,38,2,soda,0.8,Beverages
1297,2014-12-13,10,1,chicken,7.2,Fresh Food
1050,2014-10-12,64,1,UHT-milk,2.1,Dairy
2854,2014-02-13,5,2,rolls/buns,1.2,Bakery & Sweets
1563,2014-03-11,7,1,citrus fruit,1.5,Fresh Food
4775,2014-03-29,2,2,whole milk,1.8,Dairy
1390,2014-07-31,5,1,rolls/buns,1.2,Bakery & Sweets
3116,2014-05-27,29,3,ham,15.2,Fresh Food
1619,2014-09-21,22,1,root vegetables,1.8,Fresh Food
2645,2014-12-23,96,3,hygiene articles,7.5,Household & Hygiene
3600,2014-06-03,74,1,whipped/sour cream,5.5,Dairy
4835,2014-03-28,49,1,beverages,1.1,Beverages
1107,2014-05-15,8,2,beef,19.5,Fresh Food
3527,2014-09-04,71,1,shopping bags,5.12,Household & Hygiene
4475,2014-07-19,16,1,butter milk,6.1,Dairy
3816,2014-03-28,81,3,Instant food products,0.6,Frozen & Processed Food
4865,2014-11-17,26,1,berries,10.8,Fresh Food
2873,2014-10-23,2,2,whole milk,1.8,Dairy
2237,2014-01-16,158,3,flower (seeds),6.8,Household & Hygiene
4970,2014-08-22,66,2,onions,1.3,Fresh Food
2122,2014-07-05,21,2,hamburger meat,12.3,Fresh Food
1647,2014-02-22,4,2,other vegetables,0.8,Fresh Food
2393,2014-09-26,60,2,cream cheese,6.3,Dairy
1831,2014-07-29,2,3,whole milk,1.8,Dairy
4837,2014-12-04,23,1,pork,7.2,Fresh Food
1840,2014-12-28,28,2,misc. beverages,1.2,Beverages
2343,2014-11-02,2,3,whole milk,1.8,Dairy
2381,2014-12-29,154,2,cake bar,2.4,Bakery & Sweets
1574,2014-04-25,21,1,hamburger meat,12.3,Fresh Food
1339,2014-05-25,40,3,grapes,9.4,Fresh Food
3902,2014-10-27,5,3,rolls/buns,1.2,Bakery & Sweets
2650,2014-08-09,38,1,soda,0.8,Beverages
2659,2014-07-28,1,3,tropical fruit,7.8,Fresh Food
3081,2014-02-26,76,1,sliced cheese,4.2,Dairy
4717,2014-03-03,38,3,soda,0.8,Beverages
4524,2014-04-17,4,3,other vegetables,0.8,Fresh Food
2600,2014-09-28,24,1,pastry,3.1,Bakery & Sweets
1948,2014-05-31,7,1,citrus fruit,1.5,Fresh Food
2238,2014-01-05,45,3,curd,9.8,Dairy
4271,2014-12-19,74,3,whipped/sour cream,5.5,Dairy
2715,2014-10-11,25,1,canned beer,1.1,Beverages
4146,2014-04-15,131,1,roll products,8.6,Specialty & Seasonal
3447,2014-01-28,38,3,soda,0.8,Beverages
4799,2014-04-30,6,3,pot plants,3.5,Household & Hygiene
4753,2014-08-31,22,3,root vegetables,1.8,Fresh Food
4199,2014-08-24,8,1,beef,19.5,Fresh Food
1566,2014-06-03,7,3,citrus fruit,1.5,Fresh Food
1782,2014-08-30,5,2,rolls/buns,1.2,Bakery & Sweets
3312,2014-05-27,5,1,rolls/buns,1.2,Bakery & Sweets
3839,2014-08-13,7,3,citrus fruit,1.5,Fresh Food
1596,2014-07-27,2,1,whole milk,1.8,Dairy
1693,2014-05-30,60,2,cream cheese,6.3,Dairy
4773,2014-10-15,30,1,turkey,12.5,Fresh Food
1302,2014-12-02,71,3,shopping bags,5.12,Household & Hygiene
1621,2014-06-21,50,2,bottled beer,1.8,Beverages
2864,2014-01-12,47,2,popcorn,2.4,Bakery & Sweets
4880,2014-03-16,2,3,whole milk,1.8,Dairy
1237,2014-06-22,23,3,pork,7.2,Fresh Food
4218,2014-09-15,21,3,hamburger meat,12.3,Fresh Food
2017,2014-12-23,22,1,root vegetables,1.8,Fresh Food
2687,2014-08-09,5,1,rolls/buns,1.2,Bakery & Sweets
3549,2014-11-09,44,1,newspapers,3.2,Specialty & Seasonal
3684,2014-01-05,44,3,newspapers,3.2,Specialty & Seasonal
4615,2014-03-30,40,3,grapes,9.4,Fresh Food
3122,2014-01-09,27,1,coffee,8.5,Beverages
3116,2014-06-12,6,2,pot plants,3.5,Household & Hygiene
2235,2014-10-10,77,1,dish cleaner,2.5,Household & Hygiene
1465,2014-12-08,114,2,napkins,21.8,Household & Hygiene
4448,2014-10-19,37,3,herbs,6.5,Fresh Food
2098,2014-10-20,24,3,pastry,3.1,Bakery & Sweets
4377,2014-05-06,2,1,whole milk,1.8,Dairy
2403,2014-04-14,5,1,rolls/buns,1.2,Bakery & Sweets
4055,2014-03-25,1,3,tropical fruit,7.8,Fresh Food
2222,2014-02-13,40,1,grapes,9.4,Fresh Food
3396,2014-11-05,23,3,pork,7.2,Fresh Food
3205,2014-09-05,100,3,chewing gum,0.5,Specialty & Seasonal
3123,2014-04-16,17,2,bottled water,0.5,Beverages
2441,2014-06-08,74,1,whipped/sour cream,5.5,Dairy
2693,2014-02-14,27,3,coffee,8.5,Beverages
4441,2014-12-12,44,1,newspapers,3.2,Specialty & Seasonal
2428,2014-12-06,74,2,whipped/sour cream,5.5,Dairy
3191,2014-05-11,36,2,frozen meals,9.7,Frozen & Processed Food
4628,2014-05-01,2,1,whole milk,1.8,Dairy
1493,2014-03-06,127,1,organic sausage,8.6,Fresh Food
4376,2014-09-24,52,3,dog food,12.6,Pet Care
3254,2014-12-11,22,2,root vegetables,1.8,Fresh Food
2493,2014-05-27,2,2,whole milk,1.8,Dairy
4794,2014-11-11,73,2,oil,3.4,Pantry Staples
3782,2014-02-20,7,1,citrus fruit,1.5,Fresh Food
1094,2014-07-24,46,3,pasta,3.1,Pantry Staples
4769,2014-03-31,16,1,butter milk,6.1,Dairy
4329,2014-01-20,24,1,pastry,3.1,Bakery & Sweets
3110,2014-05-29,22,1,root vegetables,1.8,Fresh Food
1758,2014-12-24,72,3,salt,0.7,Pantry Staples
4330,2014-09-24,18,1,yogurt,2.2,Dairy
4569,2014-12-24,4,2,other vegetables,0.8,Fresh Food
3141,2014-06-07,20,2,brown bread,0.8,Bakery & Sweets
2617,2014-06-19,61,2,liquor,8.5,Beverages
1537,2014-12-08,4,3,other vegetables,0.8,Fresh Food
1321,2014-07-11,7,1,citrus fruit,1.5,Fresh Food
1179,2014-09-11,10,3,chicken,7.2,Fresh Food
4766,2014-09-25,38,1,soda,0.8,Beverages
1468,2014-02-05,66,2,onions,1.3,Fresh Food
2519,2014-04-07,22,1,root vegetables,1.8,Fresh Food
3308,2014-04-09,2,1,whole milk,1.8,Dairy
1236,2014-06-27,44,1,newspapers,3.2,Specialty & Seasonal
4485,2014-07-28,96,3,hygiene articles,7.5,Household & Hygiene
2805,2014-08-16,51,1,dessert,1.15,Bakery & Sweets
4658,2014-07-26,4,1,other vegetables,0.8,Fresh Food
1350,2014-09-03,2,1,whole milk,1.8,Dairy
2149,2014-03-21,4,3,other vegetables,0.8,Fresh Food
2452,2014-03-08,70,3,margarine,3.5,Pantry Staples
3030,2014-12-14,45,3,curd,9.8,Dairy
1827,2014-11-17,66,1,onions,1.3,Fresh Food
4925,2014-01-23,74,2,whipped/sour cream,5.5,Dairy
2853,2014-11-17,1,2,tropical fruit,7.8,Fresh Food
4182,2014-11-15,8,2,beef,19.5,Fresh Food
3496,2014-03-26,1,1,tropical fruit,7.8,Fresh Food
1740,2014-10-30,69,2,domestic eggs,1.25,Fresh Food
4962,2014-08-18,3,2,pip fruit,3.0,Fresh Food
1760,2014-07-28,60,2,cream cheese,6.3,Dairy
3966,2014-04-07,22,1,root vegetables,1.8,Fresh Food
3317,2014-06-16,51,2,dessert,1.15,Bakery & Sweets
1825,2014-01-07,119,2,long life bakery product,9.9,Bakery & Sweets
2204,2014-10-09,119,1,long life bakery product,9.9,Bakery & Sweets
1209,2014-11-11,12,3,fruit/vegetable juice,2.1,Beverages
1574,2014-02-28,11,2,butter,3.2,Dairy
3203,2014-07-22,26,3,berries,10.8,Fresh Food
2914,2014-10-11,40,2,grapes,9.4,Fresh Food
1278,2014-09-06,7,1,citrus fruit,1.5,Fresh Food
2813,2014-02-17,1,3,tropical fruit,7.8,Fresh Food
1653,2014-12-27,44,3,newspapers,3.2,Specialty & Seasonal
2301,2014-04-23,18,3,yogurt,2.2,Dairy
4074,2014-03-11,1,3,tropical fruit,7.8,Fresh Food
1809,2014-10-27,2,2,whole milk,1.8,Dairy
3972,2014-05-04,159,2,rice,11.1,Pantry Staples
3938,2014-04-23,10,3,chicken,7.2,Fresh Food
4155,2014-07-19,83,2,white bread,0.3,Bakery & Sweets
4959,2014-12-30,22,3,root vegetables,1.8,Fresh Food
2518,2014-11-27,108,3,zwieback,12.3,Snacks
1529,2014-05-29,4,1,other vegetables,0.8,Fresh Food
3817,2014-11-02,17,3,bottled water,0.5,Beverages
1034,2014-04-28,17,2,bottled water,0.5,Beverages
4297,2014-12-24,2,3,whole milk,1.8,Dairy
4684,2014-11-21,53,1,specialty chocolate,18.8,Bakery & Sweets
2999,2014-08-12,70,2,margarine,3.5,Pantry Staples
1097,2014-10-12,74,1,whipped/sour cream,5.5,Dairy
4650,2014-12-14,45,1,curd,9.8,Dairy
4958,2014-04-27,10,3,chicken,7.2,Fresh Food
2515,2014-09-01,28,1,misc. beverages,1.2,Beverages
4911,2014-06-28,61,1,liquor,8.5,Beverages
1722,2014-07-12,2,2,whole milk,1.8,Dairy
1350,2014-02-19,37,1,herbs,6.5,Fresh Food
2152,2014-02-03,4,3,other vegetables,0.8,Fresh Food
2428,2014-11-01,4,3,other vegetables,0.8,Fresh Food
4231,2014-02-04,1,3,tropical fruit,7.8,Fresh Food
1413,2014-12-03,7,1,citrus fruit,1.5,Fresh Food
2932,2014-06-22,2,2,whole milk,1.8,Dairy
3935,2014-04-12,18,3,yogurt,2.2,Dairy
3294,2014-02-26,24,1,pastry,3.1,Bakery & Sweets
2306,2014-12-13,2,3,whole milk,1.8,Dairy
4252,2014-04-28,17,3,bottled water,0.5,Beverages
1325,2014-03-29,5,2,rolls/buns,1.2,Bakery & Sweets
3657,2014-07-10,29,3,ham,15.2,Fresh Food
3592,2014-04-17,58,2,ice cream,1.8,Frozen & Processed Food
2797,2014-08-08,5,1,rolls/buns,1.2,Bakery & Sweets
2663,2014-01-20,25,3,canned beer,1.1,Beverages
1998,2014-02-15,28,1,misc. beverages,1.2,Beverages
4412,2014-07-30,75,1,frozen vegetables,2.5,Frozen & Processed Food
2205,2014-10-28,21,1,hamburger meat,12.3,Fresh Food
4301,2014-12-24,3,3,pip fruit,3.0,Fresh Food
3021,2014-10-29,4,2,other vegetables,0.8,Fresh Food
4131,2014-10-08,40,3,grapes,9.4,Fresh Food
2400,2014-08-26,83,1,white bread,0.3,Bakery & Sweets
2394,2014-06-18,11,2,butter,3.2,Dairy
2019,2014-12-06,1,1,tropical fruit,7.8,Fresh Food
3969,2014-09-05,2,2,whole milk,1.8,Dairy
1797,2014-07-26,19,3,sausage,3.1,Fresh Food
2336,2014-05-31,4,2,other vegetables,0.8,Fresh Food
2041,2014-04-08,38,3,soda,0.8,Beverages
4624,2014-06-06,38,1,soda,0.8,Beverages
3221,2014-01-16,38,2,soda,0.8,Beverages
3327,2014-10-13,8,1,beef,19.5,Fresh Food
3642,2014-04-15,1,2,tropical fruit,7.8,Fresh Food
4525,2014-07-21,7,3,citrus fruit,1.5,Fresh Food
3820,2014-05-10,1,2,tropical fruit,7.8,Fresh Food
4235,2014-10-18,5,2,rolls/buns,1.2,Bakery & Sweets
2437,2014-10-09,22,3,root vegetables,1.8,Fresh Food
3068,2014-05-25,49,3,beverages,1.1,Beverages
2990,2014-04-24,30,3,turkey,12.5,Fresh Food
2942,2014-08-17,7,2,citrus fruit,1.5,Fresh Food
2980,2014-01-17,4,1,other vegetables,0.8,Fresh Food
1169,2014-05-29,48,2,finished products,6.5,Frozen & Processed Food
3663,2014-06-16,2,2,whole milk,1.8,Dairy
2439,2014-06-06,27,1,coffee,8.5,Beverages
1289,2014-08-10,37,3,herbs,6.5,Fresh Food
1489,2014-01-06,92,2,vinegar,1.5,Pantry Staples
1523,2014-11-09,69,1,domestic eggs,1.25,Fresh Food
1432,2014-09-18,11,3,butter,3.2,Dairy
4569,2014-07-28,21,3,hamburger meat,12.3,Fresh Food
2737,2014-08-27,22,2,root vegetables,1.8,Fresh Food
2823,2014-10-17,18,3,yogurt,2.2,Dairy
1507,2014-09-14,2,3,whole milk,1.8,Dairy
1103,2014-05-25,10,1,chicken,7.2,Fresh Food
4975,2014-01-06,25,1,canned beer,1.1,Beverages
4311,2014-12-06,65,3,candy,3.6,Bakery & Sweets
3915,2014-12-05,3,1,pip fruit,3.0,Fresh Food
2602,2014-02-04,19,3,sausage,3.1,Fresh Food
4684,2014-02-07,7,2,citrus fruit,1.5,Fresh Food
3382,2014-09-01,65,1,candy,3.6,Bakery & Sweets
1706,2014-11-13,22,3,root vegetables,1.8,Fresh Food
3524,2014-11-30,76,3,sliced cheese,4.2,Dairy
1085,2014-04-24,4,1,other vegetables,0.8,Fresh Food
3284,2014-01-04,125,1,instant coffee,4.9,Frozen & Processed Food
3493,2014-03-26,38,2,soda,0.8,Beverages
3701,2014-08-25,77,3,dish cleaner,2.5,Household & Hygiene
1761,2014-07-26,1,2,tropical fruit,7.8,Fresh Food
4216,2014-01-21,4,2,other vegetables,0.8,Fresh Food
1885,2014-03-11,4,2,other vegetables,0.8,Fresh Food
3620,2014-09-14,74,1,whipped/sour cream,5.5,Dairy
4214,2014-08-31,4,2,other vegetables,0.8,Fresh Food
2109,2014-03-21,73,1,oil,3.4,Pantry Staples
1925,2014-06-03,20,1,brown bread,0.8,Bakery & Sweets
2164,2014-10-27,1,2,tropical fruit,7.8,Fresh Food
3765,2014-08-11,148,2,skin care,10.3,Personal Care
1632,2014-05-30,28,3,misc. beverages,1.2,Beverages
1134,2014-12-04,4,2,other vegetables,0.8,Fresh Food
1445,2014-05-02,4,3,other vegetables,0.8,Fresh Food
2472,2014-06-15,18,2,yogurt,2.2,Dairy
2315,2014-02-20,150,2,nut snack,4.9,Snacks
2141,2014-02-21,18,2,yogurt,2.2,Dairy
4112,2014-04-22,1,2,tropical fruit,7.8,Fresh Food
3438,2014-06-02,7,3,citrus fruit,1.5,Fresh Food
4442,2014-01-05,7,3,citrus fruit,1.5,Fresh Food
4090,2014-09-16,18,2,yogurt,2.2,Dairy
2399,2014-08-01,7,2,citrus fruit,1.5,Fresh Food
4873,2014-03-22,4,3,other vegetables,0.8,Fresh Food
2215,2014-09-12,21,1,hamburger meat,12.3,Fresh Food
3182,2014-09-28,44,1,newspapers,3.2,Specialty & Seasonal
4814,2014-08-26,40,1,grapes,9.4,Fresh Food
2132,2014-01-30,35,3,sugar,1.2,Bakery & Sweets
4804,2014-09-17,36,3,frozen meals,9.7,Frozen & Processed Food
1252,2014-08-28,40,1,grapes,9.4,Fresh Food
4058,2014-12-18,79,1,specialty cheese,12.14,Dairy
3389,2014-12-07,17,2,bottled water,0.5,Beverages
4645,2014-12-04,83,3,white bread,0.3,Bakery & Sweets
1722,2014-08-28,1,3,tropical fruit,7.8,Fresh Food
1021,2014-05-30,76,1,sliced cheese,4.2,Dairy
1657,2014-05-12,4,1,other vegetables,0.8,Fresh Food
2107,2014-01-08,2,3,whole milk,1.8,Dairy
2183,2014-06-07,4,2,other vegetables,0.8,Fresh Food
2094,2014-05-07,4,1,other vegetables,0.8,Fresh Food
1477,2014-11-21,57,3,meat,8.5,Fresh Food
4211,2014-09-16,1,3,tropical fruit,7.8,Fresh Food
4046,2014-11-26,7,2,citrus fruit,1.5,Fresh Food
4836,2014-05-28,14,2,chocolate,11.5,Bakery & Sweets
3773,2014-03-17,24,1,pastry,3.1,Bakery & Sweets
1774,2014-11-26,18,1,yogurt,2.2,Dairy
2158,2014-06-23,6,1,pot plants,3.5,Household & Hygiene
2154,2014-05-31,96,3,hygiene articles,7.5,Household & Hygiene
1991,2014-05-13,38,1,soda,0.8,Beverages
3502,2014-09-09,38,3,soda,0.8,Beverages
3465,2014-02-19,101,1,canned fish,2.1,Frozen & Processed Food
1235,2014-06-25,4,2,other vegetables,0.8,Fresh Food
2978,2014-08-27,46,2,pasta,3.1,Pantry Staples
1809,2014-01-02,22,3,root vegetables,1.8,Fresh Food
3359,2014-07-25,56,2,white wine,14.2,Beverages
4877,2014-08-27,22,3,root vegetables,1.8,Fresh Food
3956,2014-05-20,21,3,hamburger meat,12.3,Fresh Food
3716,2014-05-13,23,2,pork,7.2,Fresh Food
2408,2014-11-10,7,3,citrus fruit,1.5,Fresh Food
3549,2014-06-10,25,2,canned beer,1.1,Beverages
1863,2014-11-24,64,1,UHT-milk,2.1,Dairy
4956,2014-03-04,32,1,red/blush wine,12.2,Beverages
2771,2014-06-25,27,2,coffee,8.5,Beverages
2507,2014-05-15,20,2,brown bread,0.8,Bakery & Sweets
2193,2014-11-26,22,2,root vegetables,1.8,Fresh Food
1504,2014-12-29,1,2,tropical fruit,7.8,Fresh Food
1393,2014-06-25,14,1,chocolate,11.5,Bakery & Sweets
3852,2014-08-31,4,3,other vegetables,0.8,Fresh Food
1911,2014-03-10,1,3,tropical fruit,7.8,Fresh Food
1627,2014-08-11,5,1,rolls/buns,1.2,Bakery & Sweets
3387,2014-05-09,45,3,curd,9.8,Dairy
1931,2014-12-08,2,1,whole milk,1.8,Dairy
4316,2014-02-28,2,3,whole milk,1.8,Dairy
3872,2014-04-04,18,2,yogurt,2.2,Dairy
1492,2014-05-02,2,2,whole milk,1.8,Dairy
2898,2014-07-23,18,2,yogurt,2.2,Dairy
3832,2014-01-12,2,1,whole milk,1.8,Dairy
